movie_id,old_title,title,clean_title,poster_info,imdb_url,poster_url
709,Strictly Ballroom (1992),Strictly Ballroom,strictly ballroom,"(709, 'https://images-na.ssl-images-amazon.com/images/M/MV5BZGFkMDgwNTUtMTA5NC00YzMzLTljY2EtMWFiNjQ4OTBjMWUzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BZGFkMDgwNTUtMTA5NC00YzMzLTljY2EtMWFiNjQ4OTBjMWUzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
710,Better Off Dead... (1985),Better Off Dead...,better off dead...,"(710, 'https://images-na.ssl-images-amazon.com/images/M/MV5BMTI5MjEwNDg3M15BMl5BanBnXkFtZTcwODczNjYyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI5MjEwNDg3M15BMl5BanBnXkFtZTcwODczNjYyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
711,"Substance of Fire, The (1996)",The Substance of Fire,the substance of fire,"(711, 'manual')",http://www.imdb.com/title/tt0117773/,manual
712,Tin Men (1987),Tin Men,tin men,"(712, 'https://images-na.ssl-images-amazon.com/images/M/MV5BMTg2OTU1MzI1NF5BMl5BanBnXkFtZTcwODgyMzcyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg2OTU1MzI1NF5BMl5BanBnXkFtZTcwODgyMzcyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
713,Othello (1995),Othello,othello,"(713, 'https://images-na.ssl-images-amazon.com/images/M/MV5BMTIxMzA2ODk2NV5BMl5BanBnXkFtZTcwMzQ4ODIyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIxMzA2ODk2NV5BMl5BanBnXkFtZTcwMzQ4ODIyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
714,Carrington (1995),Carrington,carrington,"(714, 'https://images-na.ssl-images-amazon.com/images/M/MV5BMTI5NjcxMjc4MV5BMl5BanBnXkFtZTcwOTEzMDYxMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI5NjcxMjc4MV5BMl5BanBnXkFtZTcwOTEzMDYxMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
715,To Die For (1995),To Die For,to die for,"(715, 'https://images-na.ssl-images-amazon.com/images/M/MV5BNGZhYzgwNzItNDljNC00MDM4LThiYjEtNDRhNmE5NDk2MTQ0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BNGZhYzgwNzItNDljNC00MDM4LThiYjEtNDRhNmE5NDk2MTQ0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
716,Home for the Holidays (1995),Home for the Holidays,home for the holidays,"(716, 'https://images-na.ssl-images-amazon.com/images/M/MV5BMjExMTMyNzU4MV5BMl5BanBnXkFtZTcwMzIwMDkxMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjExMTMyNzU4MV5BMl5BanBnXkFtZTcwMzIwMDkxMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
717,"Juror, The (1996)",The Juror,the juror,"(717, 'manual')",http://www.imdb.com/title/tt0116731/,manual
718,In the Bleak Midwinter (1995),In the Bleak Midwinter,in the bleak midwinter,"(718, 'https://images-na.ssl-images-amazon.com/images/M/MV5BMTIyMDEwMDAyMl5BMl5BanBnXkFtZTYwOTUwNTk4._V1_UX182_CR0,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIyMDEwMDAyMl5BMl5BanBnXkFtZTYwOTUwNTk4._V1_UX182_CR0,0,182,268_AL_.jpg"
719,Canadian Bacon (1994),Canadian Bacon,canadian bacon,"(719, 'manual')",http://www.imdb.com/title/tt0109370/,manual
720,First Knight (1995),First Knight,first knight,"(720, 'https://images-na.ssl-images-amazon.com/images/M/MV5BOGUyZmJmM2MtMDNlZC00ZDU0LWIwODQtNGFmOWJjZjk5ZThhXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UX182_CR0,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BOGUyZmJmM2MtMDNlZC00ZDU0LWIwODQtNGFmOWJjZjk5ZThhXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UX182_CR0,0,182,268_AL_.jpg"
721,Mallrats (1995),Mallrats,mallrats,"(721, 'https://images-na.ssl-images-amazon.com/images/M/MV5BMTE5OTkxOTI1Ml5BMl5BanBnXkFtZTcwNjk2MTEzMQ@@._V1_UY268_CR5,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTE5OTkxOTI1Ml5BMl5BanBnXkFtZTcwNjk2MTEzMQ@@._V1_UY268_CR5,0,182,268_AL_.jpg"
722,Nine Months (1995),Nine Months,nine months,"(722, 'https://images-na.ssl-images-amazon.com/images/M/MV5BMTg5NzYwMTkwNF5BMl5BanBnXkFtZTcwNTMxMzUyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg5NzYwMTkwNF5BMl5BanBnXkFtZTcwNTMxMzUyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
723,Boys on the Side (1995),Boys on the Side,boys on the side,"(723, 'https://images-na.ssl-images-amazon.com/images/M/MV5BMTQzNzg4NDk3OF5BMl5BanBnXkFtZTcwMjcwNTgxMQ@@._V1_UY268_CR9,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQzNzg4NDk3OF5BMl5BanBnXkFtZTcwMjcwNTgxMQ@@._V1_UY268_CR9,0,182,268_AL_.jpg"
724,Circle of Friends (1995),Circle of Friends,circle of friends,"(724, 'https://images-na.ssl-images-amazon.com/images/M/MV5BNTAwOTIwMjgxMV5BMl5BanBnXkFtZTcwNjQ0MDYyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTAwOTIwMjgxMV5BMl5BanBnXkFtZTcwNjQ0MDYyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
725,Exit to Eden (1994),Exit to Eden,exit to eden,"(725, 'https://images-na.ssl-images-amazon.com/images/M/MV5BMjA3OTM4NjQ4Nl5BMl5BanBnXkFtZTcwODY0NjIyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA3OTM4NjQ4Nl5BMl5BanBnXkFtZTcwODY0NjIyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
726,Fluke (1995),Fluke,fluke,"(726, 'https://images-na.ssl-images-amazon.com/images/M/MV5BMTg0NDU0NjY2OF5BMl5BanBnXkFtZTYwMjk1Nzk4._V1_UY268_CR2,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg0NDU0NjY2OF5BMl5BanBnXkFtZTYwMjk1Nzk4._V1_UY268_CR2,0,182,268_AL_.jpg"
727,Immortal Beloved (1994),Immortal Beloved,immortal beloved,"(727, 'https://images-na.ssl-images-amazon.com/images/M/MV5BNzE3NjQ4MTQyNV5BMl5BanBnXkFtZTYwOTU1MDg4._V1_UX182_CR0,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzE3NjQ4MTQyNV5BMl5BanBnXkFtZTYwOTU1MDg4._V1_UX182_CR0,0,182,268_AL_.jpg"
728,Junior (1994),Junior,junior,"(728, 'https://images-na.ssl-images-amazon.com/images/M/MV5BMTYwNjA3MTUxMl5BMl5BanBnXkFtZTcwMDk2MjAyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTYwNjA3MTUxMl5BMl5BanBnXkFtZTcwMDk2MjAyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
729,Nell (1994),Nell,nell,"(729, 'https://images-na.ssl-images-amazon.com/images/M/MV5BNTM2MDQ0NTQ2OF5BMl5BanBnXkFtZTcwNjI2OTQyMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTM2MDQ0NTQ2OF5BMl5BanBnXkFtZTcwNjI2OTQyMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg"
730,"Queen Margot (Reine Margot, La) (1994)",Queen Margot,queen margot,"(730, 'manual')",http://www.imdb.com/title/tt0110963/,manual
731,"Corrina, Corrina (1994)","Corrina, Corrina","corrina, corrina","(731, 'https://images-na.ssl-images-amazon.com/images/M/MV5BMTI2MTM0MjE1Nl5BMl5BanBnXkFtZTcwOTcwMzEyMQ@@._V1_UY268_CR8,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI2MTM0MjE1Nl5BMl5BanBnXkFtZTcwOTcwMzEyMQ@@._V1_UY268_CR8,0,182,268_AL_.jpg"
732,Dave (1993),Dave,dave,"(732, 'https://images-na.ssl-images-amazon.com/images/M/MV5BYzA5NGMxZjktNjUzMC00NThhLTllZmUtMGNkMzgzMmE1ZjU2XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_UY268_CR0,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BYzA5NGMxZjktNjUzMC00NThhLTllZmUtMGNkMzgzMmE1ZjU2XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_UY268_CR0,0,182,268_AL_.jpg"
733,Go Fish (1994),Go Fish,go fish,"(733, 'https://images-na.ssl-images-amazon.com/images/M/MV5BMjEwODAzMzM5N15BMl5BanBnXkFtZTcwMDcxNjEyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjEwODAzMzM5N15BMl5BanBnXkFtZTcwMDcxNjEyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
734,Made in America (1993),Made in America,made in america,"(734, 'https://images-na.ssl-images-amazon.com/images/M/MV5BMTY0MzQ0NzYwNF5BMl5BanBnXkFtZTcwMDUxOTMyMQ@@._V1_UY268_CR6,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY0MzQ0NzYwNF5BMl5BanBnXkFtZTcwMDUxOTMyMQ@@._V1_UY268_CR6,0,182,268_AL_.jpg"
735,Philadelphia (1993),Philadelphia,philadelphia,"(735, 'https://images-na.ssl-images-amazon.com/images/M/MV5BMjI3NjEwODYyMF5BMl5BanBnXkFtZTgwMzg3ODYxMTE@._V1_UX182_CR0,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjI3NjEwODYyMF5BMl5BanBnXkFtZTgwMzg3ODYxMTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
736,Shadowlands (1993),Shadowlands,shadowlands,"(736, 'https://images-na.ssl-images-amazon.com/images/M/MV5BMTI4NjgwMDMyMl5BMl5BanBnXkFtZTcwNTM4MDMzMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI4NjgwMDMyMl5BMl5BanBnXkFtZTcwNTM4MDMzMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
737,Sirens (1994),Sirens,sirens,"(737, 'manual')",http://www.imdb.com/title/tt0111201/,manual
738,Threesome (1994),Threesome,threesome,"(738, 'https://images-na.ssl-images-amazon.com/images/M/MV5BMTM1NzQ4NDI3Ml5BMl5BanBnXkFtZTcwMDM0NzMyMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM1NzQ4NDI3Ml5BMl5BanBnXkFtZTcwMDM0NzMyMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg"
739,Pretty Woman (1990),Pretty Woman,pretty woman,"(739, 'https://images-na.ssl-images-amazon.com/images/M/MV5BNjk2ODQzNDYxNV5BMl5BanBnXkFtZTgwMTcyNDg4NjE@._V1_UX182_CR0,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BNjk2ODQzNDYxNV5BMl5BanBnXkFtZTgwMTcyNDg4NjE@._V1_UX182_CR0,0,182,268_AL_.jpg"
740,Jane Eyre (1996),Jane Eyre,jane eyre,"(740, 'https://images-na.ssl-images-amazon.com/images/M/MV5BMTY5MTg5OTk1NV5BMl5BanBnXkFtZTcwOTI5MDQyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY5MTg5OTk1NV5BMl5BanBnXkFtZTcwOTI5MDQyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
741,"Last Supper, The (1995)",The Last Supper,the last supper,"(741, 'manual')",http://www.imdb.com/title/tt0113613/,manual
742,Ransom (1996),Ransom,ransom,"(742, 'https://images-na.ssl-images-amazon.com/images/M/MV5BMjEzMzE2NjY0NF5BMl5BanBnXkFtZTcwMzU2MDUyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjEzMzE2NjY0NF5BMl5BanBnXkFtZTcwMzU2MDUyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
743,"Crow: City of Angels, The (1996)",The Crow: City of Angels,the crow: city of angels,"(743, 'manual')",http://www.imdb.com/title/tt0115986/,manual
744,Michael Collins (1996),Michael Collins,michael collins,"(744, 'https://images-na.ssl-images-amazon.com/images/M/MV5BMjE4MDE0MjEzMl5BMl5BanBnXkFtZTcwNjc1MzkxMQ@@._V1_UY268_CR7,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE4MDE0MjEzMl5BMl5BanBnXkFtZTcwNjc1MzkxMQ@@._V1_UY268_CR7,0,182,268_AL_.jpg"
745,"Ruling Class, The (1972)",The Ruling Class,the ruling class,"(745, 'manual')",http://www.imdb.com/title/tt0069198/,manual
746,Real Genius (1985),Real Genius,real genius,"(746, 'https://images-na.ssl-images-amazon.com/images/M/MV5BNTQ5MzU3ODg0OF5BMl5BanBnXkFtZTgwODM0MzQxMDE@._V1_UX182_CR0,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTQ5MzU3ODg0OF5BMl5BanBnXkFtZTgwODM0MzQxMDE@._V1_UX182_CR0,0,182,268_AL_.jpg"
747,Benny & Joon (1993),Benny & Joon,benny & joon,"(747, 'https://images-na.ssl-images-amazon.com/images/M/MV5BMTUwMzkyNjIzMl5BMl5BanBnXkFtZTcwMDMyNDcyNA@@._V1_UX182_CR0,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUwMzkyNjIzMl5BMl5BanBnXkFtZTcwMDMyNDcyNA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
748,"Saint, The (1997)",The Saint,the saint,"(748, 'manual')",http://www.imdb.com/title/tt0120053/,manual
749,"MatchMaker, The (1997)",The MatchMaker,the matchmaker,"(749, 'manual')",http://www.imdb.com/title/tt0119632/,manual
750,Amistad (1997),Amistad,amistad,"(750, 'manual')",http://www.imdb.com/title/tt0118607/,manual
751,Tomorrow Never Dies (1997),Tomorrow Never Dies,tomorrow never dies,"(751, 'manual')",http://www.imdb.com/title/tt0120347/,manual
752,"Replacement Killers, The (1998)",The Replacement Killers,the replacement killers,"(752, 'manual')",http://www.imdb.com/title/tt0120008/,manual
753,Burnt By the Sun (1994),Burnt By the Sun,burnt by the sun,"(753, 'manual')",http://www.imdb.com/title/tt0111579/,manual
754,Red Corner (1997),Red Corner,red corner,"(754, 'https://images-na.ssl-images-amazon.com/images/M/MV5BMzE0MjU5NzQxNV5BMl5BanBnXkFtZTcwMzQzNzU2NA@@._V1_UX182_CR0,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzE0MjU5NzQxNV5BMl5BanBnXkFtZTcwMzQzNzU2NA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
755,Jumanji (1995),Jumanji,jumanji,"(755, 'https://images-na.ssl-images-amazon.com/images/M/MV5BMTk5MjAyNTM4Ml5BMl5BanBnXkFtZTgwMjY0MDI0MjE@._V1_UX182_CR0,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk5MjAyNTM4Ml5BMl5BanBnXkFtZTgwMjY0MDI0MjE@._V1_UX182_CR0,0,182,268_AL_.jpg"
756,Father of the Bride Part II (1995),Father of the Bride Part II,father of the bride part ii,"(756, 'https://images-na.ssl-images-amazon.com/images/M/MV5BOTEyNzg5NjYtNDU4OS00MWYxLWJhMTItYWU4NTkyNDBmM2Y0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BOTEyNzg5NjYtNDU4OS00MWYxLWJhMTItYWU4NTkyNDBmM2Y0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
757,Across the Sea of Time (1995),Across the Sea of Time,across the sea of time,"(757, 'manual')",http://www.imdb.com/title/tt0112286/,manual
758,Lawnmower Man 2: Beyond Cyberspace (1996),Lawnmower Man 2: Beyond Cyberspace,lawnmower man 2: beyond cyberspace,"(758, 'https://images-na.ssl-images-amazon.com/images/M/MV5BMTcyMjU1NjU1N15BMl5BanBnXkFtZTcwMzk0OTMyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTcyMjU1NjU1N15BMl5BanBnXkFtZTcwMzk0OTMyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
759,Fair Game (1995),Fair Game,fair game,"(759, 'https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ4NjM0MDI1OF5BMl5BanBnXkFtZTcwMDQ1ODMyMQ@@._V1_UY268_CR11,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ4NjM0MDI1OF5BMl5BanBnXkFtZTcwMDQ1ODMyMQ@@._V1_UY268_CR11,0,182,268_AL_.jpg"
760,Screamers (1995),Screamers,screamers,"(760, 'https://images-na.ssl-images-amazon.com/images/M/MV5BMTgwMDI4MTIwMV5BMl5BanBnXkFtZTYwMDU4ODg4._V1_UY268_CR3,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTgwMDI4MTIwMV5BMl5BanBnXkFtZTYwMDU4ODg4._V1_UY268_CR3,0,182,268_AL_.jpg"
761,Nick of Time (1995),Nick of Time,nick of time,"(761, 'https://images-na.ssl-images-amazon.com/images/M/MV5BMjE1OTk4OTM2NF5BMl5BanBnXkFtZTYwNzE4OTc4._V1_UY268_CR3,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE1OTk4OTM2NF5BMl5BanBnXkFtZTYwNzE4OTc4._V1_UY268_CR3,0,182,268_AL_.jpg"
762,Beautiful Girls (1996),Beautiful Girls,beautiful girls,"(762, 'https://images-na.ssl-images-amazon.com/images/M/MV5BMTI4NjU0NDM0NV5BMl5BanBnXkFtZTYwODU5MjY5._V1_UY268_CR2,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI4NjU0NDM0NV5BMl5BanBnXkFtZTYwODU5MjY5._V1_UY268_CR2,0,182,268_AL_.jpg"
763,Happy Gilmore (1996),Happy Gilmore,happy gilmore,"(763, 'https://images-na.ssl-images-amazon.com/images/M/MV5BMjA4NjUxODg3Ml5BMl5BanBnXkFtZTcwNzcyODc5Mw@@._V1_UX182_CR0,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA4NjUxODg3Ml5BMl5BanBnXkFtZTcwNzcyODc5Mw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
764,If Lucy Fell (1996),If Lucy Fell,if lucy fell,"(764, 'https://images-na.ssl-images-amazon.com/images/M/MV5BMTIyNjYyMjIyMV5BMl5BanBnXkFtZTcwNzE4OTUxMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIyNjYyMjIyMV5BMl5BanBnXkFtZTcwNzE4OTUxMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
765,Boomerang (1992),Boomerang,boomerang,"(765, 'https://images-na.ssl-images-amazon.com/images/M/MV5BZDZmZDU5MGYtMTU3YS00NDczLWJmOTQtOTdlODk2NmMxZjllXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BZDZmZDU5MGYtMTU3YS00NDczLWJmOTQtOTdlODk2NmMxZjllXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
766,Man of the Year (1995),Man of the Year,man of the year,"(766, 'https://images-na.ssl-images-amazon.com/images/M/MV5BMjY3MjczMjQwMV5BMl5BanBnXkFtZTcwNDM3OTEzMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjY3MjczMjQwMV5BMl5BanBnXkFtZTcwNDM3OTEzMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
767,"Addiction, The (1995)",The Addiction,the addiction,"(767, 'no link available')",http://www.imdb.com/title/tt0112288/,no link available
768,Casper (1995),Casper,casper,"(768, 'https://images-na.ssl-images-amazon.com/images/M/MV5BZGJkNWMwOTgtZTI3OS00MDkyLWEzY2EtMTRlM2QwNzI4ZDAxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BZGJkNWMwOTgtZTI3OS00MDkyLWEzY2EtMTRlM2QwNzI4ZDAxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
769,Congo (1995),Congo,congo,"(769, 'https://images-na.ssl-images-amazon.com/images/M/MV5BMmQ2YWFjZGItMTNiZi00ZDFmLWE3ZTAtNTZiZTI5ZjBjYzlkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BMmQ2YWFjZGItMTNiZi00ZDFmLWE3ZTAtNTZiZTI5ZjBjYzlkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
770,Devil in a Blue Dress (1995),Devil in a Blue Dress,devil in a blue dress,"(770, 'https://images-na.ssl-images-amazon.com/images/M/MV5BMTQyNTA0ODIzOV5BMl5BanBnXkFtZTcwMzg2ODUxMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQyNTA0ODIzOV5BMl5BanBnXkFtZTcwMzg2ODUxMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg"
771,Johnny Mnemonic (1995),Johnny Mnemonic,johnny mnemonic,"(771, 'https://images-na.ssl-images-amazon.com/images/M/MV5BMjg5ODYwNjU2Ml5BMl5BanBnXkFtZTcwOTAwNDI4OA@@._V1_UX182_CR0,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjg5ODYwNjU2Ml5BMl5BanBnXkFtZTcwOTAwNDI4OA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
772,Kids (1995),Kids,kids,"(772, 'https://images-na.ssl-images-amazon.com/images/M/MV5BNTNmN2QyNTgtMTk0ZC00NmFhLWJlNzctZmMyYTczZTYyMzA1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTNmN2QyNTgtMTk0ZC00NmFhLWJlNzctZmMyYTczZTYyMzA1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
773,Mute Witness (1994),Mute Witness,mute witness,"(773, 'manual')",http://www.imdb.com/title/tt0110604/,manual
774,"Prophecy, The (1995)",The Prophecy,the prophecy,"(774, 'manual')",http://www.imdb.com/title/tt0114194/,manual
775,Something to Talk About (1995),Something to Talk About,something to talk about,"(775, 'https://images-na.ssl-images-amazon.com/images/M/MV5BMTIzOTczNTM1MF5BMl5BanBnXkFtZTcwMDM5MDMyMQ@@._V1_UY268_CR8,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIzOTczNTM1MF5BMl5BanBnXkFtZTcwMDM5MDMyMQ@@._V1_UY268_CR8,0,182,268_AL_.jpg"
776,Three Wishes (1995),Three Wishes,three wishes,"(776, 'https://images-na.ssl-images-amazon.com/images/M/MV5BMTYzMTYxODc2N15BMl5BanBnXkFtZTcwMTMzNjAwMQ@@._V1_UY268_CR7,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTYzMTYxODc2N15BMl5BanBnXkFtZTcwMTMzNjAwMQ@@._V1_UY268_CR7,0,182,268_AL_.jpg"
777,Castle Freak (1995),Castle Freak,castle freak,"(777, 'manual')",http://www.imdb.com/title/tt0112643/,manual
778,Don Juan DeMarco (1995),Don Juan DeMarco,don juan demarco,"(778, 'manual')",http://www.imdb.com/title/tt0112883/,manual
779,Drop Zone (1994),Drop Zone,drop zone,"(779, 'https://images-na.ssl-images-amazon.com/images/M/MV5BYTFjOWQyODItZWJiOC00NTM2LWIzNDEtMjRlY2NiNTI4YWU1XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BYTFjOWQyODItZWJiOC00NTM2LWIzNDEtMjRlY2NiNTI4YWU1XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg"
780,Dumb & Dumber (1994),Dumb & Dumber,dumb & dumber,"(780, 'https://images-na.ssl-images-amazon.com/images/M/MV5BZDQwMjNiMTQtY2UwYy00NjhiLTk0ZWEtZWM5ZWMzNGFjNTVkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR0,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BZDQwMjNiMTQtY2UwYy00NjhiLTk0ZWEtZWM5ZWMzNGFjNTVkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR0,0,182,268_AL_.jpg"
781,French Kiss (1995),French Kiss,french kiss,"(781, 'https://images-na.ssl-images-amazon.com/images/M/MV5BMTkzMjg5MDQ3M15BMl5BanBnXkFtZTgwOTM5NTE0MDE@._V1_UX182_CR0,0,182,268_AL_.jpg')",,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTkzMjg5MDQ3M15BMl5BanBnXkFtZTgwOTM5NTE0MDE@._V1_UX182_CR0,0,182,268_AL_.jpg"
