movie_id,old_title,title
1202,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)","Maybe, Maybe Not"
1203,Top Hat (1935),Top Hat
1204,To Be or Not to Be (1942),To Be or Not to Be
1205,"Secret Agent, The (1996)",The Secret Agent
1206,Amos & Andrew (1993),Amos & Andrew
1207,Jade (1995),Jade
1208,Kiss of Death (1995),Kiss of Death
1209,Mixed Nuts (1994),Mixed Nuts
1210,Virtuosity (1995),Virtuosity
1211,Blue Sky (1994),Blue Sky
1212,Flesh and Bone (1993),Flesh and Bone
1213,Guilty as Sin (1993),Guilty as Sin
1214,In the Realm of the Senses (Ai no corrida) (1976),In the Realm of the Senses
1215,Barb Wire (1996),Barb Wire
1216,Kissed (1996),Kissed
1217,Assassins (1995),Assassins
1218,Friday (1995),Friday
1219,"Goofy Movie, A (1995)",A Goofy Movie
1220,Higher Learning (1995),Higher Learning
1221,When a Man Loves a Woman (1994),When a Man Loves a Woman
1222,Judgment Night (1993),Judgment Night
1223,King of the Hill (1993),King of the Hill
1224,"Scout, The (1994)",The Scout
1225,Angus (1995),Angus
1226,Night Falls on Manhattan (1997),Night Falls on Manhattan
1227,"Awfully Big Adventure, An (1995)",An Awfully Big Adventure
1228,Under Siege 2: Dark Territory (1995),Under Siege 2: Dark Territory
1229,Poison Ivy II (1995),Poison Ivy II
1230,Ready to Wear (Pret-A-Porter) (1994),Ready to Wear
1231,Marked for Death (1990),Marked for Death
1232,Madonna: Truth or Dare (1991),Madonna: Truth or Dare
1233,N_nette et Boni (1996),Nenette and Boni
1234,Chairman of the Board (1998),Chairman of the Board
1235,"Big Bang Theory, The (1994)",The Big Bang Theory
1236,"Other Voices, Other Rooms (1997)","Other Voices, Other Rooms"
1237,Twisted (1996),Twisted
1238,Full Speed (1996),Full Speed
1239,Cutthroat Island (1995),Cutthroat Island
1240,Ghost in the Shell (Kokaku kidotai) (1995),Ghost in the Shell
1241,"Van, The (1996)",The Van
1242,"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)",The Old Lady Who Walked in the Sea
1243,Night Flier (1997),Night Flier
1244,Metro (1997),Metro
1245,Gridlock'd (1997),Gridlock'd
1246,Bushwhacked (1995),Bushwhacked
1247,Bad Girls (1994),Bad Girls
1248,Blink (1994),Blink
1249,For Love or Money (1993),For Love or Money
1250,Best of the Best 3: No Turning Back (1995),Best of the Best 3: No Turning Back
1251,A Chef in Love (1996),A Chef in Love
1252,"Contempt (M_pris, Le) (1963)",Contempt
1253,"Tie That Binds, The (1995)",The Tie That Binds
1254,Gone Fishin' (1997),Gone Fishin'
1255,Broken English (1996),Broken English
1256,"Designated Mourner, The (1997)",The Designated Mourner
1257,"Designated Mourner, The (1997)",The Designated Mourner
1258,Trial and Error (1997),Trial and Error
1259,Pie in the Sky (1995),Pie in the Sky
1260,Total Eclipse (1995),Total Eclipse
1261,"Run of the Country, The (1995)",The Run of the Country
1262,Walking and Talking (1996),Walking and Talking
1263,Foxfire (1996),Foxfire
1264,Nothing to Lose (1994),Nothing to Lose
1265,Star Maps (1997),Star Maps
1266,Bread and Chocolate (Pane e cioccolata) (1973),Bread and Chocolate
1267,Clockers (1995),Clockers
1268,Bitter Moon (1992),Bitter Moon
1269,Love in the Afternoon (1957),Love in the Afternoon
1270,Life with Mikey (1993),Life with Mikey
1271,North (1994),North
1272,Talking About Sex (1994),Talking About Sex
1273,Color of Night (1994),Color of Night
1274,Robocop 3 (1993),Robocop 3
1275,Killer (Bulletproof Heart) (1994),Killer
1276,Sunset Park (1996),Sunset Park
1277,Set It Off (1996),Set It Off
1278,Selena (1997),Selena
1279,Wild America (1997),Wild America
1280,Gang Related (1997),Gang Related
1281,Manny & Lo (1996),Manny & Lo
1282,"Grass Harp, The (1995)",The Grass Harp
1283,Out to Sea (1997),Out to Sea
1284,Before and After (1996),Before and After
1285,Princess Caraboo (1994),Princess Caraboo
1286,Shall We Dance? (1937),Shall We Dance?
1287,Ed (1996),Ed
1288,Denise Calls Up (1995),Denise Calls Up
1289,Jack and Sarah (1995),Jack and Sarah
1290,Country Life (1994),Country Life
1291,Celtic Pride (1996),Celtic Pride
1292,"Simple Wish, A (1997)",A Simple Wish
1293,Star Kid (1997),Star Kid
1294,Ayn Rand: A Sense of Life (1997),Ayn Rand: A Sense of Life
1295,Kicked in the Head (1997),Kicked in the Head
1296,Indian Summer (1996),Indian Summer
1297,Love Affair (1994),Love Affair
1298,"Band Wagon, The (1953)",The Band Wagon
1299,Penny Serenade (1941),Penny Serenade
1300,'Til There Was You (1997),'Til There Was You
1301,Stripes (1981),Stripes
1302,Late Bloomers (1996),Late Bloomers
1303,"Getaway, The (1994)",The Getaway
1304,New York Cop (1996),New York Cop
1305,National Lampoon's Senior Trip (1995),National Lampoon's Senior Trip
1306,Delta of Venus (1994),Delta of Venus
1307,Carmen Miranda: Bananas Is My Business (1994),Carmen Miranda: Bananas Is My Business
1308,Babyfever (1994),Babyfever
1309,"Very Natural Thing, A (1974)",A Very Natural Thing
1310,"Walk in the Sun, A (1945)",A Walk in the Sun
1311,Waiting to Exhale (1995),Waiting to Exhale
1312,"Pompatus of Love, The (1996)",The Pompatus of Love
1313,Palmetto (1998),Palmetto
1314,Surviving the Game (1994),Surviving the Game
1315,Inventing the Abbotts (1997),Inventing the Abbotts
1316,"Horse Whisperer, The (1998)",The Horse Whisperer
1317,"Journey of August King, The (1995)",The Journey of August King
1318,Catwalk (1995),Catwalk
1319,"Neon Bible, The (1995)",The Neon Bible
1320,Homage (1995),Homage
1321,Open Season (1996),Open Season
1322,Metisse (Caf_ au Lait) (1993),Metisse
1323,"Wooden Man's Bride, The (Wu Kui) (1994)",The Wooden Man's Bride
1324,Loaded (1994),Loaded
1325,August (1996),August
1326,Boys (1996),Boys
1327,Captives (1994),Captives
1328,Of Love and Shadows (1994),Of Love and Shadows
1329,"Low Life, The (1994)",The Low Life
1330,An Unforgettable Summer (1994),An Unforgettable Summer
1331,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)","The Last Klezmer: Leopold Kozlowski, His Life and Music"
1332,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),My Life and Times With Antonin Artaud
1333,Midnight Dancers (Sibak) (1994),Midnight Dancers
1334,Somebody to Love (1994),Somebody to Love
1335,American Buffalo (1996),American Buffalo
1336,Kazaam (1996),Kazaam
1337,Larger Than Life (1996),Larger Than Life
1338,Two Deaths (1995),Two Deaths
1339,Stefano Quantestorie (1993),Stefano Quantestorie
1340,"Crude Oasis, The (1995)",The Crude Oasis
1341,Hedd Wyn (1992),Hedd Wyn
1342,"Convent, The (Convento, O) (1995)",The Convent
1343,Lotto Land (1995),Lotto Land
1344,"Story of Xinghua, The (1993)",The Story of Xinghua
1345,"Day the Sun Turned Cold, The (Tianguo niezi) (1994)",The Day the Sun Turned Cold
1346,Dingo (1992),Dingo
1347,"Ballad of Narayama, The (Narayama Bushiko) (1958)",The Ballad of Narayama
1348,Every Other Weekend (1990),Every Other Weekend
1349,Mille bolle blu (1993),Mille bolle blu
1350,Crows and Sparrows (1949),Crows and Sparrows
1351,Lover's Knot (1996),Lover's Knot
1352,Shadow of Angels (Schatten der Engel) (1976),Shadow of Angels
1353,1-900 (1994),1-900
1354,Venice/Venice (1992),Venice/Venice
1355,Infinity (1996),Infinity
1356,Ed's Next Move (1996),Ed's Next Move
1357,For the Moment (1994),For the Moment
1358,The Deadly Cure (1996),The Deadly Cure
1359,Boys in Venice (1996),Boys in Venice
1360,"Sexual Life of the Belgians, The (1994)",The Sexual Life of the Belgians
1361,"Search for One-eye Jimmy, The (1996)",The Search for One-eye Jimmy
1362,American Strays (1996),American Strays
1363,"Leopard Son, The (1996)",The Leopard Son
1364,Bird of Prey (1996),Bird of Prey
1365,Johnny 100 Pesos (1993),Johnny 100 Pesos
1366,JLG/JLG - autoportrait de d_cembre (1994),JLG/JLG: Self-Portrait in December
1367,Faust (1994),Faust
1368,Mina Tannenbaum (1994),Mina Tannenbaum
1369,"Forbidden Christ, The (Cristo proibito, Il) (1950)",The Forbidden Christ
1370,I Can't Sleep (J'ai pas sommeil) (1994),I Can't Sleep
1371,"Machine, The (1994)",The Machine
1372,"Stranger, The (1994)",The Stranger
1373,Good Morning (1971),Good Morning
1374,Falling in Love Again (1980),Falling in Love Again
1375,"Cement Garden, The (1993)",The Cement Garden
1376,Meet Wally Sparks (1997),Meet Wally Sparks
1377,Hotel de Love (1996),Hotel de Love
1378,Rhyme & Reason (1997),Rhyme & Reason
1379,Love and Other Catastrophes (1996),Love and Other Catastrophes
1380,Hollow Reed (1996),Hollow Reed
1381,Losing Chase (1996),Losing Chase
1382,"Bonheur, Le (1965)","Bonheur, Le"
1383,"Second Jungle Book: Mowgli & Baloo, The (1997)",The Second Jungle Book: Mowgli & Baloo
1384,Squeeze (1996),Squeeze
1385,Roseanna's Grave (For Roseanna) (1997),Roseanna's Grave
1386,Tetsuo II: Body Hammer (1992),Tetsuo II: Body Hammer
1387,Fall (1997),Fall
1388,Gabbeh (1996),Gabbeh
1389,Mondo (1996),Mondo
1390,"Innocent Sleep, The (1995)",The Innocent Sleep
1391,For Ever Mozart (1996),For Ever Mozart
1392,"Locusts, The (1997)",The Locusts
1393,Stag (1997),Stag
1394,Swept from the Sea (1997),Swept from the Sea
1395,Hurricane Streets (1998),Hurricane Streets
1396,Stonewall (1995),Stonewall
1397,Of Human Bondage (1934),Of Human Bondage
1398,Anna (1996),Anna
1399,Stranger in the House (1997),Stranger in the House
1400,Picture Bride (1995),Picture Bride
1401,M. Butterfly (1993),M. Butterfly
1402,"Ciao, Professore! (1993)","Ciao, Professore!"
1403,Caro Diario (Dear Diary) (1994),Caro Diario
1404,Withnail and I (1987),Withnail and I
1405,Boy's Life 2 (1997),Boy's Life 2
1406,When Night Is Falling (1995),When Night Is Falling
1407,"Specialist, The (1994)",The Specialist
1408,Gordy (1995),Gordy
1409,"Swan Princess, The (1994)",The Swan Princess
1410,Harlem (1993),Harlem
1411,Barbarella (1968),Barbarella
1412,Land Before Time III: The Time of the Great Giving (1995) (V),Land Before Time III: The Time of the Great Giving
1413,Street Fighter (1994),Street Fighter
1414,Coldblooded (1995),Coldblooded
1415,"Next Karate Kid, The (1994)",The Next Karate Kid
1416,No Escape (1994),No Escape
1417,"Turning, The (1992)",The Turning
1418,"Joy Luck Club, The (1993)",The Joy Luck Club
1419,Highlander III: The Sorcerer (1994),Highlander III: The Sorcerer
1420,Gilligan's Island: The Movie (1998),Gilligan's Island: The Movie
1421,My Crazy Life (Mi vida loca) (1993),My Crazy Life
1422,Suture (1993),Suture
1423,"Walking Dead, The (1995)",The Walking Dead
1424,I Like It Like That (1994),I Like It Like That
1425,I'll Do Anything (1994),I'll Do Anything
1426,Grace of My Heart (1996),Grace of My Heart
1427,Drunks (1995),Drunks
1428,SubUrbia (1997),SubUrbia
1429,Sliding Doors (1998),Sliding Doors
1430,Ill Gotten Gains (1997),Ill Gotten Gains
1431,Legal Deceit (1997),Legal Deceit
1432,"Mighty, The (1998)",The Mighty
1433,Men of Means (1998),Men of Means
1434,Shooting Fish (1997),Shooting Fish
1435,"Steal Big, Steal Little (1995)","Steal Big, Steal Little"
1436,Mr. Jones (1993),Mr. Jones
1437,House Party 3 (1994),House Party 3
1438,Panther (1995),Panther
1439,Jason's Lyric (1994),Jason's Lyric
1440,Above the Rim (1994),Above the Rim
1441,Moonlight and Valentino (1995),Moonlight and Valentino
1442,"Scarlet Letter, The (1995)",The Scarlet Letter
1443,8 Seconds (1994),8 Seconds
1444,That Darn Cat! (1965),That Darn Cat!
1445,Ladybird Ladybird (1994),Ladybird Ladybird
1446,"Bye Bye, Love (1995)","Bye Bye, Love"
1447,Century (1993),Century
1448,My Favorite Season (1993),My Favorite Season
1449,Pather Panchali (1955),Pather Panchali
1450,Golden Earrings (1947),Golden Earrings
1451,Foreign Correspondent (1940),Foreign Correspondent
1452,Lady of Burlesque (1943),Lady of Burlesque
1453,Angel on My Shoulder (1946),Angel on My Shoulder
1454,Angel and the Badman (1947),Angel and the Badman
1455,"Outlaw, The (1943)",The Outlaw
1456,Beat the Devil (1954),Beat the Devil
1457,Love Is All There Is (1996),Love Is All There Is
1458,"Damsel in Distress, A (1937)",A Damsel in Distress
1459,Madame Butterfly (1995),Madame Butterfly
1460,Sleepover (1995),Sleepover
1461,Here Comes Cookie (1935),Here Comes Cookie
1462,"Thieves (Voleurs, Les) (1996)",Thieves
1463,"Boys, Les (1997)","Boys, Les"
1464,"Stars Fell on Henrietta, The (1995)",The Stars Fell on Henrietta
1465,Last Summer in the Hamptons (1995),Last Summer in the Hamptons
1466,Margaret's Museum (1995),Margaret's Museum
1467,"Saint of Fort Washington, The (1993)",The Saint of Fort Washington
1468,"Cure, The (1995)",The Cure
1469,Tom and Huck (1995),Tom and Huck
1470,Gumby: The Movie (1995),Gumby: The Movie
1471,Hideaway (1995),Hideaway
1472,"Visitors, The (Visiteurs, Les) (1993)",The Visitors
1473,"Little Princess, The (1939)",The Little Princess
1474,Nina Takes a Lover (1994),Nina Takes a Lover
1475,Bhaji on the Beach (1993),Bhaji on the Beach
1476,Raw Deal (1948),Raw Deal
1477,Nightwatch (1997),Nightwatch
1478,Dead Presidents (1995),Dead Presidents
1479,Reckless (1995),Reckless
1480,Herbie Rides Again (1974),Herbie Rides Again
1481,S.F.W. (1994),S.F.W.
1482,"Gate of Heavenly Peace, The (1995)",The Gate of Heavenly Peace
1483,"Man in the Iron Mask, The (1998)",The Man in the Iron Mask
1484,"Jerky Boys, The (1994)",The Jerky Boys
1485,"Colonel Chabert, Le (1994)","Colonel Chabert, Le"
1486,Girl in the Cadillac (1995),Girl in the Cadillac
1487,Even Cowgirls Get the Blues (1993),Even Cowgirls Get the Blues
1488,Germinal (1993),Germinal
1489,Chasers (1994),Chasers
1490,Fausto (1993),Fausto
1491,Tough and Deadly (1995),Tough and Deadly
1492,Window to Paris (1994),Window to Paris
1493,"Modern Affair, A (1995)",A Modern Affair
1494,"Mostro, Il (1994)","Mostro, Il"
1495,Flirt (1995),Flirt
1496,Carpool (1996),Carpool
1497,"Line King: Al Hirschfeld, The (1996)",The Line King: Al Hirschfeld
1498,Farmer & Chase (1995),Farmer & Chase
1499,Grosse Fatigue (1994),Grosse Fatigue
1500,Santa with Muscles (1996),Santa with Muscles
1501,Prisoner of the Mountains (Kavkazsky Plennik) (1996),Prisoner of the Mountains
1502,Naked in New York (1994),Naked in New York
1503,Gold Diggers: The Secret of Bear Mountain (1995),Gold Diggers: The Secret of Bear Mountain
1504,"Bewegte Mann, Der (1994)","Bewegte Mann, Der"
1505,Killer: A Journal of Murder (1995),Killer: A Journal of Murder
1506,Nelly & Monsieur Arnaud (1995),Nelly & Monsieur Arnaud
1507,Three Lives and Only One Death (1996),Three Lives and Only One Death
1508,"Babysitter, The (1995)",The Babysitter
1509,Getting Even with Dad (1994),Getting Even with Dad
1510,Mad Dog Time (1996),Mad Dog Time
1511,Children of the Revolution (1996),Children of the Revolution
1512,"World of Apu, The (Apur Sansar) (1959)",The World of Apu
1513,Sprung (1997),Sprung
1514,Dream With the Fishes (1997),Dream With the Fishes
1515,Wings of Courage (1995),Wings of Courage
1516,"Wedding Gift, The (1994)",The Wedding Gift
1517,Race the Sun (1996),Race the Sun
1518,Losing Isaiah (1995),Losing Isaiah
1519,New Jersey Drive (1995),New Jersey Drive
1520,"Fear, The (1995)",The Fear
1521,Mr. Wonderful (1993),Mr. Wonderful
1522,Trial by Jury (1994),Trial by Jury
1523,"Good Man in Africa, A (1994)",A Good Man in Africa
1524,Kaspar Hauser (1993),Kaspar Hauser
1525,"Object of My Affection, The (1998)",The Object of My Affection
1526,Witness (1985),Witness
1527,Senseless (1998),Senseless
1528,Nowhere (1997),Nowhere
1529,Underground (1995),Underground
1530,Jefferson in Paris (1995),Jefferson in Paris
1531,Far From Home: The Adventures of Yellow Dog (1995),Far From Home: The Adventures of Yellow Dog
1532,Foreign Student (1994),Foreign Student
1533,I Don't Want to Talk About It (De eso no se habla) (1993),I Don't Want to Talk About It
1534,Twin Town (1997),Twin Town
1535,"Enfer, L' (1994)",L'Enfer
1536,Aiqing wansui (1994),Aiqing wansui
1537,Cosi (1996),Cosi
1538,All Over Me (1997),All Over Me
1539,Being Human (1993),Being Human
1540,"Amazing Panda Adventure, The (1995)",The Amazing Panda Adventure
1541,"Beans of Egypt, Maine, The (1994)","The Beans of Egypt, Maine"
1542,"Scarlet Letter, The (1926)",The Scarlet Letter
1543,Johns (1996),Johns
1544,It Takes Two (1995),It Takes Two
1545,Frankie Starlight (1995),Frankie Starlight
1546,Shadows (Cienie) (1988),Shadows
1547,"Show, The (1995)",The Show
1548,The Courtyard (1995),The Courtyard
1549,Dream Man (1995),Dream Man
1550,Destiny Turns on the Radio (1995),Destiny Turns on the Radio
1551,"Glass Shield, The (1994)",The Glass Shield
1552,"Hunted, The (1995)",The Hunted
1553,"Underneath, The (1995)",The Underneath
1554,Safe Passage (1994),Safe Passage
1555,"Secret Adventures of Tom Thumb, The (1993)",The Secret Adventures of Tom Thumb
1556,Condition Red (1995),Condition Red
1557,Yankee Zulu (1994),Yankee Zulu
1558,Aparajito (1956),Aparajito
1559,Hostile Intentions (1994),Hostile Intentions
1560,Clean Slate (Coup de Torchon) (1981),Clean Slate
1561,Tigrero: A Film That Was Never Made (1994),Tigrero: A Film That Was Never Made
1562,"Eye of Vichy, The (Oeil de Vichy, L') (1993)",The Eye of Vichy
1563,"Promise, The (Versprechen, Das) (1994)",The Promise
1564,To Cross the Rubicon (1991),To Cross the Rubicon
1565,Daens (1992),Daens
1566,"Man from Down Under, The (1943)",The Man from Down Under
1567,Careful (1992),Careful
1568,Vermont Is For Lovers (1992),Vermont Is For Lovers
1569,"Vie est belle, La (Life is Rosey) (1987)",Life is Rosy
1570,Quartier Mozart (1992),Quartier Mozart
1571,Touki Bouki (Journey of the Hyena) (1973),Touki Bouki
1572,Wend Kuuni (God's Gift) (1982),Wend Kuuni
1573,Spirits of the Dead (Tre passi nel delirio) (1968),Spirits of the Dead
1574,Pharaoh's Army (1995),Pharaoh's Army
1575,"I, Worst of All (Yo, la peor de todas) (1990)","I, Worst of All"
1576,"Hungarian Fairy Tale, A (1987)",A Hungarian Fairy Tale
1577,"Death in the Garden (Mort en ce jardin, La) (1956)",Death in the Garden
1578,"Collectionneuse, La (1967)",A Collectionneuse
1579,Baton Rouge (1988),Baton Rouge
1580,Liebelei (1933),Liebelei
1581,"Woman in Question, The (1950)",The Woman in Question
1582,T-Men (1947),T-Men
1583,"Invitation, The (Zaproszenie) (1986)",The Invitation
1584,"Symphonie pastorale, La (1946)",La Symphonie pastorale
1585,American Dream (1990),American Dream
1586,Lashou shentan (1992),Lashou shentan
1587,Terror in a Texas Town (1958),Terror in a Texas Town
1588,Salut cousin! (1996),Salut cousin!
1589,Schizopolis (1996),Schizopolis
1590,"To Have, or Not (1995)","To Have, or Not"
1591,Duoluo tianshi (1995),Duoluo tianshi
1592,"Magic Hour, The (1998)",The Magic Hour
1593,Death in Brunswick (1991),Death in Brunswick
1594,Everest (1998),Everest
1595,Shopping (1994),Shopping
1596,Nemesis 2: Nebula (1995),Nemesis 2: Nebula
1597,Romper Stomper (1992),Romper Stomper
1598,City of Industry (1997),City of Industry
1599,Someone Else's America (1995),Someone Else's America
1600,Guantanamera (1994),Guantanamera
1601,Office Killer (1997),Office Killer
1602,"Price Above Rubies, A (1998)",A Price Above Rubies
1603,Angela (1995),Angela
1604,He Walked by Night (1948),He Walked by Night
1605,Love Serenade (1996),Love Serenade
1606,Deceiver (1997),Deceiver
1607,Hurricane Streets (1998),Hurricane Streets
1608,Buddy (1997),Buddy
1609,B*A*P*S (1997),B*A*P*S
1610,"Truth or Consequences, N.M. (1997)","Truth or Consequences, N.M."
1611,Intimate Relations (1996),Intimate Relations
1612,"Leading Man, The (1996)",The Leading Man
1613,Tokyo Fist (1995),Tokyo Fist
1614,"Reluctant Debutante, The (1958)",The Reluctant Debutante
1615,Warriors of Virtue (1997),Warriors of Virtue
1616,Desert Winds (1995),Desert Winds
1617,Hugo Pool (1997),Hugo Pool
1618,King of New York (1990),King of New York
1619,All Things Fair (1996),All Things Fair
1620,"Sixth Man, The (1997)",The Sixth Man
1621,Butterfly Kiss (1995),Butterfly Kiss
1622,"Paris, France (1993)","Paris, France"
1623,"C_r_monie, La (1995)",La Ceremonie
1624,Hush (1998),Hush
1625,Nightwatch (1997),Nightwatch
1626,Nobody Loves Me (Keiner liebt mich) (1994),Nobody Loves Me
1627,"Wife, The (1995)",The Wife
1628,Lamerica (1994),Lamerica
1629,Nico Icon (1995),Nico Icon
1630,"Silence of the Palace, The (Saimt el Qusur) (1994)",The Silence of the Palace
1631,"Slingshot, The (1993)",The Slingshot
1632,Land and Freedom (Tierra y libertad) (1995),Land and Freedom
1633,ç k_ldum klaka (Cold Fever) (1994),Cold Fever
1634,Etz Hadomim Tafus (Under the Domin Tree) (1994),Under the Domin Tree
1635,Two Friends (1986) ,Two Friends 
1636,Brothers in Trouble (1995),Brothers in Trouble
1637,Girls Town (1996),Girls Town
1638,Normal Life (1996),Normal Life
1639,Bitter Sugar (Azucar Amargo) (1996),Bitter Sugar
1640,"Eighth Day, The (1996)",The Eighth Day
1641,Dadetown (1995),Dadetown
1642,Some Mother's Son (1996),Some Mother's Son
1643,Angel Baby (1995),Angel Baby
1644,Sudden Manhattan (1996),Sudden Manhattan
1645,"Butcher Boy, The (1998)",The Butcher Boy
1646,Men With Guns (1997),Men With Guns
1647,Hana-bi (1997),Hana-bi
1648,"Niagara, Niagara (1997)","Niagara, Niagara"
1649,"Big One, The (1997)",The Big One
1650,"Butcher Boy, The (1998)",The Butcher Boy
1651,"Spanish Prisoner, The (1997)",The Spanish Prisoner
1652,Temptress Moon (Feng Yue) (1996),Temptress Moon
1653,Entertaining Angels: The Dorothy Day Story (1996),Entertaining Angels: The Dorothy Day Story
1654,Chairman of the Board (1998),Chairman of the Board
1655,"Favor, The (1994)",The Favor
1656,Little City (1998),Little City
1657,Target (1995),Target
1658,"Substance of Fire, The (1996)",The Substance of Fire
1659,Getting Away With Murder (1996),Getting Away With Murder
1660,Small Faces (1995),Small Faces
1661,"New Age, The (1994)",The New Age
1662,Rough Magic (1995),Rough Magic
1663,Nothing Personal (1995),Nothing Personal
1664,8 Heads in a Duffel Bag (1997),8 Heads in a Duffel Bag
1665,"Brother's Kiss, A (1997)",A Brother's Kiss
1666,Ripe (1996),Ripe
1667,"Next Step, The (1995)",The Next Step
1668,Wedding Bell Blues (1996),Wedding Bell Blues
1669,MURDER and murder (1996),MURDER and murder
1670,Tainted (1998),Tainted
1671,"Further Gesture, A (1996)",A Further Gesture
1672,Kika (1993),Kika
1673,Mirage (1995),Mirage
1674,Mamma Roma (1962),Mamma Roma
1675,"Sunchaser, The (1996)",The Sunchaser
1676,"War at Home, The (1996)",The War at Home
1677,Sweet Nothing (1995),Sweet Nothing
1678,Mat' i syn (1997),Mother and Son
1679,B. Monkey (1998),B. Monkey
1680,Sliding Doors (1998),Sliding Doors
1681,You So Crazy (1994),You So Crazy
1682,Scream of Stone (Schrei aus Stein) (1991),Scream of Stone
